Version,Relative path,LOC,LOC added,Avg LOC added,Max LOC added,Churn,Avg churn,Max churn,Avg chg set,Max chg set,Num. of authors,Num. of revs.,Buggy
0.9.0.1,storm-core/src/jvm/backtype/storm/Config.java,958,1107,35,171,422,13,170,3,17,10,32,yes
0.9.0.1,storm-core/src/jvm/backtype/storm/ConfigValidation.java,89,108,22,82,96,19,82,2,2,3,5,yes
0.9.0.1,storm-core/src/jvm/backtype/storm/Constants.java,18,0,0,0,0,0,0,0,0,0,0,yes
0.9.0.1,storm-core/src/jvm/backtype/storm/ILocalCluster.java,30,0,0,0,0,0,0,0,0,0,0,yes
0.9.0.1,storm-core/src/jvm/backtype/storm/ILocalDRPC.java,10,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/StormSubmitter.java,152,0,0,0,0,0,0,0,0,0,0,yes
0.9.0.1,storm-core/src/jvm/backtype/storm/clojure/ClojureBolt.java,102,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/clojure/ClojureSpout.java,136,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/clojure/RichShellBolt.java,34,2,1,1,0,0,0,10,14,1,2,no
0.9.0.1,storm-core/src/jvm/backtype/storm/clojure/RichShellSpout.java,34,2,1,1,0,0,0,10,14,1,2,no
0.9.0.1,storm-core/src/jvm/backtype/storm/coordination/BatchBoltExecutor.java,91,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/coordination/BatchOutputCollector.java,29,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/coordination/BatchOutputCollectorImpl.java,36,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/coordination/BatchSubtopologyBuilder.java,419,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/coordination/CoordinatedBolt.java,365,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/coordination/IBatchBolt.java,13,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/daemon/Shutdownable.java,5,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/drpc/DRPCInvocationsClient.java,74,0,0,0,0,0,0,0,0,0,0,yes
0.9.0.1,storm-core/src/jvm/backtype/storm/drpc/DRPCSpout.java,152,0,0,0,0,0,0,0,0,0,0,yes
0.9.0.1,storm-core/src/jvm/backtype/storm/drpc/JoinResult.java,58,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/drpc/KeyedFairBolt.java,76,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/drpc/LinearDRPCInputDeclarer.java,32,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/drpc/LinearDRPCTopologyBuilder.java,366,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/drpc/PrepareRequest.java,42,0,0,0,0,0,0,0,0,0,0,no
0.9.0.1,storm-core/src/jvm/backtype/storm/drpc/ReturnResults.java,78,0,0,0,0,0,0,0,0,0,0,yes
