Id,Size,Prob,NormProb,Actual
236,125,0.9999995,0.007999997,false
230,183,0.96931934,0.0052968273,false
22,188,0.97780687,0.0052011004,false
237,151,0.7835292,0.005188935,false
315,223,0.99277216,0.0044518933,false
369,200,0.7339903,0.0036699516,false
108,273,0.99342114,0.0036389055,false
47,273,0.9613098,0.0035212813,false
256,277,0.9613098,0.0034704325,false
171,309,0.99342114,0.0032149553,false
32,268,0.8537532,0.0031856461,false
401,231,0.7339903,0.0031774472,true
413,306,0.9613098,0.0031415352,false
107,325,0.9994784,0.0030753182,false
69,301,0.91594243,0.003042998,false
136,283,0.8537532,0.0030167957,false
157,340,0.9968385,0.002931878,false
159,342,0.9968385,0.0029147326,false
281,254,0.7339903,0.0028897256,false
112,357,0.99999523,0.0028011072,false
59,358,1.0,0.002793296,false
255,358,0.9968385,0.0027844652,false
412,365,0.9994784,0.002738297,false
377,353,0.9611264,0.0027227376,false
252,319,0.8537532,0.0026763424,false
243,377,0.98668134,0.0026171918,false
143,378,0.97223437,0.0025720485,false
172,389,1.0,0.002570694,false
244,383,0.9611264,0.0025094685,false
402,399,0.99999857,0.0025062622,false
248,371,0.9211257,0.0024828187,false
173,273,0.66082126,0.0024205907,false
175,418,0.9999611,0.0023922515,false
238,421,1.0,0.0023752968,false
423,359,0.85210544,0.0023735526,false
52,422,0.99999857,0.0023696648,false
247,284,0.66082126,0.0023268354,false
392,430,0.99999857,0.0023255781,false
400,297,0.66082126,0.0022249874,false
163,325,0.72273904,0.0022238123,false
40,326,0.72273904,0.0022169908,false
156,462,1.0,0.0021645022,false
381,306,0.66082126,0.0021595466,false
54,467,0.99999976,0.0021413271,false
72,466,0.99294,0.0021307725,false
436,321,0.66082126,0.0020586331,false
106,503,1.0,0.0019880715,false
339,489,0.9706269,0.001984922,false
328,525,0.99999976,0.0019047614,false
415,41,0.07719121,0.0018827125,false
3,458,0.83894813,0.0018317644,false
287,549,0.99947095,0.00182053,false
183,551,1.0,0.001814882,false
14,551,0.99947095,0.001813922,false
185,402,0.72273904,0.0017978583,false
180,558,1.0,0.0017921147,false
79,565,1.0,0.0017699115,false
19,577,0.999866,0.00173287,false
23,582,0.99883145,0.0017162053,false
298,584,1.0,0.0017123288,false
137,585,0.99987304,0.0017091846,false
78,601,1.0,0.0016638935,false
103,558,0.91686326,0.0016431242,false
201,617,1.0,0.0016207455,false
160,178,0.28593862,0.0016063967,false
404,178,0.28593862,0.0016063967,false
98,624,1.0,0.0016025641,false
242,624,1.0,0.0016025641,false
16,361,0.57513833,0.0015931809,false
41,648,1.0,0.0015432099,false
167,648,1.0,0.0015432099,false
119,664,0.9987951,0.0015042095,false
322,213,0.31224948,0.00146596,false
390,688,1.0,0.0014534884,false
66,694,0.9999978,0.001440919,false
239,219,0.31224948,0.0014257968,false
146,221,0.31224948,0.0014128935,false
71,92,0.12712108,0.0013817508,false
104,727,1.0,0.0013755158,false
382,340,0.46601003,0.0013706178,false
73,93,0.12712108,0.0013668933,false
176,230,0.31224948,0.0013576065,false
405,740,1.0,0.0013513513,false
64,236,0.31224948,0.001323091,false
179,762,1.0,0.001312336,false
42,778,1.0,0.001285347,false
131,243,0.31224948,0.0012849773,false
366,798,1.0,0.0012531328,false
76,250,0.31224948,0.001248998,false
421,801,1.0,0.0012484394,false
327,841,1.0,0.0011890606,false
345,846,1.0,0.0011820331,false
323,866,1.0,0.0011547344,false
306,885,1.0,0.0011299435,false
11,928,1.0,0.0010775862,false
27,928,1.0,0.0010775862,false
139,355,0.37982887,0.0010699405,false
148,952,1.0,0.0010504202,false
53,978,1.0,0.0010224949,false
209,380,0.37982887,9.995496E-4,false
289,1033,1.0,9.680542E-4,false
187,1038,1.0,9.6339115E-4,false
370,134,0.12712108,9.4866473E-4,false
155,408,0.37982887,9.3095313E-4,false
152,359,0.31119397,8.668356E-4,false
51,147,0.12712108,8.647692E-4,false
397,1198,1.0,8.347245E-4,false
7,1242,1.0,8.05153E-4,false
334,1262,1.0,7.9239305E-4,false
74,244,0.17040704,6.983895E-4,false
399,90,0.061816312,6.8684795E-4,false
305,92,0.061816312,6.7191647E-4,false
417,258,0.17040704,6.604924E-4,false
414,263,0.17040704,6.479355E-4,false
424,269,0.17040704,6.334834E-4,false
396,103,0.061816312,6.001584E-4,false
394,287,0.17040704,5.937528E-4,false
409,300,0.17040704,5.680235E-4,true
428,308,0.17040704,5.532696E-4,false
65,314,0.17040704,5.4269755E-4,false
437,329,0.16971268,5.1584403E-4,false
291,331,0.16971268,5.127271E-4,false
368,125,0.061816312,4.9453054E-4,false
391,197,0.0963907,4.892929E-4,false
364,355,0.16971268,4.7806388E-4,false
48,137,0.061816312,4.5121397E-4,false
316,214,0.0963907,4.5042386E-4,false
168,43,0.01927468,4.4824838E-4,false
17,388,0.16971268,4.3740383E-4,false
202,147,0.061816312,4.2051915E-4,false
70,153,0.061816312,4.040282E-4,false
