ID,Size,Predicted,Actual
132,45,0.9996033,NO
48,79,0.9996033,NO
70,92,0.9996033,NO
72,93,0.9996033,NO
226,117,0.9996033,NO
59,126,0.9996033,NO
47,137,0.9996033,NO
224,156,0.9996033,NO
234,160,0.9996033,NO
159,178,0.9996033,NO
403,178,0.9996033,NO
54,189,0.9996033,NO
372,204,0.9996033,NO
400,231,0.9996033,YES
63,236,0.9996033,NO
75,250,0.9996033,NO
412,306,0.9996033,NO
170,309,0.9996033,NO
39,326,0.9996033,NO
156,340,0.9996033,NO
158,342,0.9996033,NO
411,365,0.9996033,NO
171,389,0.9996033,NO
338,489,0.9996033,NO
200,617,0.9996033,NO
389,688,0.9996033,NO
420,801,0.9996033,NO
147,952,0.9996033,NO
396,1198,0.9996033,NO
261,24,0.003938916,NO
85,25,0.003938916,NO
275,26,0.003938916,NO
336,27,0.003938916,NO
150,32,0.003938916,NO
88,33,0.003938916,NO
87,34,0.003938916,NO
220,34,0.003938916,NO
221,34,0.003938916,NO
134,35,0.003938916,NO
394,35,0.003938916,NO
149,36,0.003938916,NO
405,36,0.003938916,NO
406,36,0.003938916,NO
407,36,0.003938916,NO
296,38,0.003938916,NO
277,41,0.003938916,NO
414,41,0.003938916,NO
240,42,0.003938916,NO
129,43,0.003938916,NO
167,43,0.003938916,NO
36,44,0.003938916,NO
274,44,0.003938916,NO
115,45,0.003938916,NO
127,47,0.003938916,NO
264,47,0.003938916,NO
311,47,0.003938916,NO
437,47,0.003938916,NO
122,48,0.003938916,NO
253,49,0.003938916,NO
256,49,0.003938916,NO
17,51,0.003938916,NO
203,52,0.003938916,NO
279,54,0.003938916,NO
348,54,0.003938916,NO
198,55,0.003938916,NO
428,55,0.003938916,NO
109,56,0.003938916,NO
196,56,0.003938916,NO
215,56,0.003938916,NO
35,58,0.003938916,NO
164,59,0.003938916,NO
176,59,0.003938916,NO
340,59,0.003938916,NO
434,60,0.003938916,NO
131,62,0.003938916,NO
433,62,0.003938916,NO
152,64,0.003938916,NO
195,64,0.003938916,NO
345,64,0.003938916,NO
163,65,0.003938916,NO
197,65,0.003938916,NO
191,67,0.003938916,NO
284,68,0.003938916,NO
79,69,0.003938916,NO
173,69,0.003938916,NO
91,70,0.003938916,NO
232,70,0.003938916,NO
352,70,0.003938916,NO
228,71,0.003938916,NO
263,72,0.003938916,NO
110,74,0.003938916,NO
192,74,0.003938916,NO
282,74,0.003938916,NO
361,74,0.003938916,NO
366,75,0.003938916,NO
117,77,0.003938916,NO
84,79,0.003938916,NO
409,79,0.003938916,NO
143,80,0.003938916,NO
49,82,0.003938916,NO
328,83,0.003938916,NO
86,84,0.003938916,NO
225,84,0.003938916,NO
410,84,0.003938916,NO
230,85,0.003938916,NO
421,86,0.003938916,NO
119,88,0.003938916,NO
161,88,0.003938916,NO
67,89,0.003938916,NO
207,89,0.003938916,NO
257,89,0.003938916,NO
45,90,0.003938916,NO
301,90,0.003938916,NO
313,90,0.003938916,NO
398,90,0.003938916,NO
245,92,0.003938916,NO
304,92,0.003938916,NO
294,93,0.003938916,NO
133,94,0.003938916,NO
227,94,0.003938916,NO
438,94,0.003938916,NO
202,96,0.003938916,NO
325,96,0.003938916,NO
177,99,0.003938916,NO
341,99,0.003938916,NO
24,50,0.0019772463,NO
157,100,0.003938916,NO
188,100,0.003938916,NO
285,100,0.003938916,NO
324,100,0.003938916,NO
289,101,0.003938916,NO
335,101,0.003938916,NO
139,102,0.003938916,NO
395,103,0.003938916,NO
30,52,0.0019772463,NO
89,104,0.003938916,NO
278,104,0.003938916,NO
308,105,0.003938916,NO
37,106,0.003938916,NO
60,106,0.003938916,NO
292,106,0.003938916,NO
293,106,0.003938916,NO
316,107,0.003938916,NO
249,108,0.003938916,NO
375,108,0.003938916,NO
33,109,0.003938916,NO
61,109,0.003938916,NO
76,109,0.003938916,NO
187,109,0.003938916,NO
169,113,0.003938916,NO
168,114,0.003938916,NO
402,116,0.003938916,NO
385,117,0.003938916,NO
190,118,0.003938916,NO
291,123,0.003938916,NO
371,123,0.003938916,NO
28,62,0.0019772463,NO
235,125,0.003938916,NO
367,125,0.003938916,NO
128,129,0.003938916,NO
252,129,0.003938916,NO
374,130,0.003938916,NO
165,131,0.003938916,NO
100,132,0.003938916,NO
350,132,0.003938916,NO
369,134,0.003938916,NO
108,136,0.003938916,NO
418,137,0.003938916,NO
397,139,0.003938916,NO
92,140,0.003938916,NO
123,140,0.003938916,NO
210,142,0.003938916,NO
50,147,0.003938916,NO
201,147,0.003938916,NO
160,148,0.003938916,NO
104,150,0.003938916,NO
236,151,0.003938916,NO
124,152,0.003938916,NO
55,153,0.003938916,NO
69,153,0.003938916,NO
141,153,0.003938916,NO
193,153,0.003938916,NO
8,154,0.003938916,NO
93,154,0.003938916,NO
332,155,0.003938916,NO
323,159,0.003938916,NO
373,162,0.003938916,NO
5,163,0.003938916,NO
320,166,0.003938916,NO
116,168,0.003938916,NO
214,171,0.003938916,NO
90,172,0.003938916,NO
392,172,0.003938916,YES
29,87,0.0019772463,NO
96,176,0.003938916,NO
351,177,0.003938916,NO
216,179,0.003938916,NO
98,91,0.0019772463,NO
57,182,0.003938916,NO
229,183,0.003938916,NO
231,183,0.003938916,NO
