Version,Relative path,LOC,LOC added,Avg LOC added,Max LOC added,Churn,Avg churn,Max churn,Avg chg set,Max chg set,Num. of authors,Num. of revs.,Buggy
4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,137,235,59,137,137,34,137,119,207,2,4,yes
4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,244,340,68,252,244,49,252,95,207,2,5,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1026,701,54,275,481,37,194,30,171,3,13,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,92,40,20,29,11,6,11,99,171,2,2,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,27,9,12,12,4,8,59,171,2,3,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,471,146,18,64,-16,-2,8,43,171,2,8,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,204,86,22,76,80,20,75,69,171,2,4,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,551,85,14,42,15,3,16,57,171,2,6,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,149,35,9,15,16,4,15,83,171,2,4,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,157,13,7,12,6,3,6,105,171,2,2,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,147,0,0,0,0,0,0,0,0,0,0,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,137,143,36,113,11,3,13,50,171,2,4,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,271,31,10,12,22,7,12,68,171,2,3,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,548,630,79,401,138,17,59,49,171,2,8,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,728,931,155,714,728,121,714,36,93,2,6,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,205,8,3,4,1,0,1,90,171,1,3,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,50,3,3,3,0,0,0,171,171,1,1,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,185,23,6,16,1,0,1,72,171,2,4,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,61,5,3,4,0,0,0,94,171,2,2,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,157,43,6,26,-10,-1,1,54,171,2,7,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,81,12,4,7,1,0,1,99,171,2,3,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,84,50,25,46,1,1,1,132,171,1,2,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,762,915,83,520,215,20,75,37,171,2,11,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,248,90,15,32,50,8,28,51,171,3,6,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,169,92,12,28,29,4,18,48,171,2,8,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,196,46,9,17,18,4,9,61,171,2,5,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,67,9,3,7,0,0,0,64,171,2,3,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,165,44,15,30,27,9,26,97,171,2,3,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,173,23,8,17,3,1,2,97,171,2,3,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,103,127,21,101,103,17,101,50,171,2,6,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,78,78,78,78,78,78,78,27,27,1,1,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,87,1,1,1,0,0,0,171,171,1,1,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,1,1,1,0,0,0,171,171,1,1,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,105,106,53,61,105,53,61,36,39,1,2,yes
